Nasabah_ID,Jenis_Kel,Tgl_lahir,Jml_Pinjaman,JW,Kolektibilitas,angsuran_ke,Unit
RDS.000158,P,10/01/1991,10000000,24,L,24,SYARIAH
RDS.000157,#N/A,#N/A,10000000,24,L,24,SYARIAH
RDS.000161,P,19/02/1968,10000000,24,L,24,SYARIAH
RDS.000166,P,31/03/1989,15000000,24,L,23,SYARIAH
RDS.000173,P,24/06/1973,15000000,24,PK,20,SYARIAH
RDS.000171,P,01/07/1967,15000000,24,L,23,SYARIAH
RDS.000183,P,14/11/1982,15000000,24,L,23,SYARIAH
RDS.000188,P,01/07/1974,15000000,24,L,23,SYARIAH
RDS.000190,P,22/12/1985,15000000,24,L,23,SYARIAH
RDS.000198,P,01/07/1976,15000000,24,L,23,SYARIAH
RDS.000197,P,07/07/1985,15000000,24,L,23,SYARIAH
RDS.000210,P,01/07/1980,12000000,24,L,22,SYARIAH
RDS.000212,P,03/05/1984,12000000,24,L,22,SYARIAH
RDS.000209,P,21/10/1989,12000000,24,PK,20,SYARIAH
RDS.000211,P,08/07/1977,12000000,24,L,22,SYARIAH
RDS.000216,P,31/12/1987,12000000,24,KL,19,SYARIAH
RDS.000223,P,01/07/1982,12000000,24,L,22,SYARIAH
RDS.000236,P,15/05/1976,15000000,24,PK,19,SYARIAH
RDS.000238,P,01/07/1980,15000000,24,PK,19,SYARIAH
RDS.000239,P,29/11/1967,15000000,24,PK,19,SYARIAH
RDS.000244,P,01/06/1973,15000000,24,PK,19,SYARIAH
RDS.000253,P,08/08/1989,15000000,24,L,21,SYARIAH
RDS.000254,P,01/01/1982,15000000,24,PK,19,SYARIAH
RDS.000257,P,11/11/1969,15000000,24,PK,19,SYARIAH
RDS.000258,P,02/04/1990,15000000,24,L,22,SYARIAH
RDS.000267,P,13/06/1977,15000000,24,L,21,SYARIAH
RDS.000272,P,09/04/1975,15000000,24,PK,18,SYARIAH
RDS.000271,P,01/07/1974,15000000,24,L,21,SYARIAH
RDS.000273,P,15/08/1995,15000000,24,L,21,SYARIAH
RDS.000277,P,12/05/1991,15000000,24,PK,19,SYARIAH
RDS.000278,P,04/05/1990,15000000,24,PK,19,SYARIAH
RDS.000279,P,18/08/1971,15000000,24,PK,18,SYARIAH
RDS.000281,P,20/05/1989,15000000,24,L,20,SYARIAH
RDS.000286,P,12/04/1981,15000000,24,L,20,SYARIAH
RDS.000287,P,27/07/1982,12000000,24,L,20,SYARIAH
RDS.000294,P,18/08/1995,15000000,24,PK,16,SYARIAH
RDS.000303,P,17/11/1989,12000000,24,L,19,SYARIAH
RDS.000308,P,29/03/1965,15000000,24,PK,15,SYARIAH
RDS.000307,P,10/10/1976,15000000,24,PK,15,SYARIAH
RDS.000309,P,01/07/1975,15000000,24,L,18,SYARIAH
RDS.000310,P,02/05/1974,15000000,24,KL,14,SYARIAH
RDS.000317,P,10/05/1986,15000000,24,L,18,SYARIAH
RDS.000325,P,06/06/1974,15000000,24,KL,13,SYARIAH
RDS.000328,P,01/07/1979,15000000,24,L,17,SYARIAH
RDS.000329,P,29/09/1993,15000000,24,L,17,SYARIAH
RDS.000330,P,01/07/1975,15000000,24,L,17,SYARIAH
RDS.000331,P,01/07/1973,15000000,24,L,17,SYARIAH
RDS.000337,P,01/07/1961,15000000,24,L,16,SYARIAH
RDS.000338,P,10/10/1976,15000000,24,L,16,SYARIAH
RDS.000339,P,01/07/1980,15000000,24,L,16,SYARIAH
RDS.000344,P,01/07/1991,15000000,24,PK,14,SYARIAH
RDS.000343,P,10/11/1992,15000000,24,PK,14,SYARIAH
RDS.000342,P,01/07/1974,15000000,24,L,16,SYARIAH
RDS.000345,P,01/07/1978,15000000,24,L,15,SYARIAH
RDS.000189,P,15/07/1973,15000000,24,L,15,SYARIAH
RDS.000348,P,01/07/1967,15000000,24,L,16,SYARIAH
RDS.000347,P,31/12/1978,15000000,24,L,15,SYARIAH
RDS.000349,P,07/11/1988,15000000,24,L,15,SYARIAH
RDS.000359,P,11/03/1978,15000000,24,L,14,SYARIAH
RDS.000358,P,01/07/1973,15000000,24,L,15,SYARIAH
RDS.000356,P,03/06/1995,15000000,24,PK,13,SYARIAH
RDS.000361,P,31/12/1982,15000000,24,PK,12,SYARIAH
RDS.000367,P,01/07/1972,15000000,24,L,14,SYARIAH
RDS.000372,P,15/07/1971,15000000,24,L,14,SYARIAH
RDS.000371,P,02/04/1977,15000000,24,L,14,SYARIAH
RDS.000375,P,31/12/1989,15000000,24,KL,10,SYARIAH
RDS.000374,P,01/07/1970,15000000,24,PK,12,SYARIAH
RDS.000377,P,09/07/1982,15000000,24,L,14,SYARIAH
RDS.000381,P,05/01/1997,15000000,24,PK,12,SYARIAH
RDS.000382,P,07/07/1992,15000000,24,L,13,SYARIAH
RDS.000383,P,19/11/1986,15000000,24,PK,12,SYARIAH
RDS.000385,P,17/07/1973,15000000,24,L,13,SYARIAH
RDS.000384,P,11/07/1972,15000000,24,L,13,SYARIAH
RDS.000389,P,26/02/1963,10000000,24,L,13,SYARIAH
RDS.000387,P,07/09/1972,15000000,24,L,13,SYARIAH
RDS.000388,P,12/12/1962,15000000,24,KL,9,SYARIAH
RDS.000401,P,04/10/1972,15000000,24,D,7,SYARIAH
RDS.000397,P,08/08/1980,10000000,24,L,13,SYARIAH
RDS.000396,P,25/05/1985,15000000,24,KL,9,SYARIAH
RDS.000395,P,07/12/1993,10000000,24,PK,10,SYARIAH
RDS.000399,P,22/07/1983,15000000,24,L,13,SYARIAH
RDS.000400,P,14/08/1977,15000000,24,KL,9,SYARIAH
RDS.000394,P,12/07/1975,15000000,24,L,13,SYARIAH
RDS.000398,P,01/07/1975,15000000,24,KL,9,SYARIAH
RDS.000402,P,01/07/1978,13000000,24,PK,10,SYARIAH
RDS.000403,P,27/09/1982,15000000,24,KL,9,SYARIAH
RDS.000404,P,01/07/1962,13000000,24,L,13,SYARIAH
RDS.000406,P,19/11/1983,15000000,24,L,13,SYARIAH
RDS.000410,P,01/02/1992,15000000,24,L,12,SYARIAH
RDS.000409,P,01/07/1985,15000000,24,L,12,SYARIAH
RDS.000408,P,04/03/1989,15000000,24,L,12,SYARIAH
RDS.000414,P,02/03/1982,15000000,24,KL,8,SYARIAH
RDS.000415,P,06/06/1977,15000000,24,PK,9,SYARIAH
RDS.000419,P,10/08/1972,15000000,24,KL,8,SYARIAH
RDS.000420,P,04/11/1983,15000000,24,PK,9,SYARIAH
RDS.000421,P,23/03/1979,10000000,24,PK,9,SYARIAH
RDS.000422,P,04/07/1982,10000000,24,L,12,SYARIAH
RDS.000426,P,01/01/1989,15000000,24,L,11,SYARIAH
RDS.000428,P,27/05/1993,15000000,24,KL,7,SYARIAH
RDS.000423,P,27/03/1975,15000000,24,L,11,SYARIAH
RDS.000424,P,30/09/1977,15000000,24,PK,9,SYARIAH
RDS.000427,P,30/12/1980,15000000,24,L,11,SYARIAH
RDS.000425,P,10/10/1991,15000000,24,L,11,SYARIAH
RDS.000429,P,10/07/1969,15000000,24,L,11,SYARIAH
RDS.000434,P,03/07/1997,15000000,24,L,11,SYARIAH
RDS.000433,P,25/04/1982,15000000,24,L,11,SYARIAH
RDS.000431,P,14/06/1994,15000000,24,L,11,SYARIAH
RDS.000432,P,01/07/1973,15000000,24,L,11,SYARIAH
RDS.000436,P,11/07/1992,15000000,24,L,11,SYARIAH
RDS.000437,P,08/01/1981,15000000,24,L,11,SYARIAH
RDS.000442,P,01/07/1972,15000000,24,L,11,SYARIAH
RDS.000444,P,21/01/1987,13000000,24,L,11,SYARIAH
RDS.000443,P,01/07/1973,13000000,24,L,11,SYARIAH
RDS.000445,P,16/06/1962,13000000,24,L,11,SYARIAH
RDS.000446,P,01/01/1982,13000000,24,L,11,SYARIAH
RDS.000448,P,14/02/1971,15000000,24,L,11,SYARIAH
RDS.000447,P,01/07/1976,15000000,24,L,11,SYARIAH
RDS.000449,P,01/07/1976,15000000,24,L,10,SYARIAH
RDS.000450,P,07/07/1968,15000000,24,L,10,SYARIAH
RDS.000451,P,01/07/1968,15000000,24,L,10,SYARIAH
RDS.000453,P,01/10/1991,15000000,24,L,10,SYARIAH
RDS.000454,P,01/07/1977,15000000,24,L,10,SYARIAH
RDS.000455,P,18/03/1987,13000000,24,L,10,SYARIAH
RDS.000458,P,27/12/1993,15000000,24,L,10,SYARIAH
RDS.000456,P,02/07/1983,10000000,24,L,10,SYARIAH
RDS.000457,P,08/08/1978,10000000,24,KL,6,SYARIAH
RDS.000467,P,01/02/1961,15000000,24,L,10,SYARIAH
RDS.000461,P,09/07/1972,15000000,24,L,10,SYARIAH
RDS.000463,P,01/07/1982,15000000,24,L,10,SYARIAH
RDS.000462,P,07/01/1977,15000000,24,L,9,SYARIAH
RDS.000460,P,12/04/1994,15000000,24,L,10,SYARIAH
RDS.000466,P,17/07/1983,15000000,24,PK,8,SYARIAH
RDS.000465,P,01/07/1992,15000000,24,L,10,SYARIAH
RDS.000464,P,01/07/1973,15000000,24,L,10,SYARIAH
RDS.000470,P,28/09/1983,15000000,24,L,10,SYARIAH
RDS.000473,P,01/07/1977,15000000,24,L,10,SYARIAH
RDS.000472,P,09/06/1970,15000000,24,L,10,SYARIAH
RDS.000471,P,01/07/1975,15000000,24,L,10,SYARIAH
RDS.000476,P,01/07/1965,15000000,24,L,9,SYARIAH
RDS.000474,P,02/11/1969,15000000,24,L,9,SYARIAH
RDS.000224,P,30/04/1981,15000000,24,L,9,SYARIAH
RDS.000227,P,29/03/1978,15000000,24,L,9,SYARIAH
RDS.000191,P,14/12/1984,15000000,24,L,9,SYARIAH
RDS.000226,P,01/07/1965,15000000,24,L,9,SYARIAH
RDS.000255,P,27/05/1982,15000000,24,L,9,SYARIAH
RDS.000193,P,02/01/1971,15000000,24,L,9,SYARIAH
RDS.000256,P,03/05/1983,15000000,24,L,9,SYARIAH
RDS.000245,P,20/05/1983,15000000,24,L,9,SYARIAH
RDS.000480,P,13/10/1992,15000000,24,L,9,SYARIAH
RDS.000479,P,31/12/1977,15000000,24,L,9,SYARIAH
RDS.000282,P,01/07/1986,15000000,24,L,9,SYARIAH
RDS.000266,P,07/08/1968,15000000,24,L,9,SYARIAH
RDS.000187,P,01/07/1970,15000000,24,L,9,SYARIAH
RDS.000483,P,18/08/1992,15000000,24,L,9,SYARIAH
RDS.000485,P,24/07/1979,15000000,24,L,9,SYARIAH
RDS.000487,P,10/04/1960,15000000,24,L,9,SYARIAH
RDS.000486,P,01/07/1978,15000000,24,L,9,SYARIAH
RDS.000481,P,10/04/1982,15000000,24,L,9,SYARIAH
RDS.000482,P,03/12/1982,15000000,24,L,9,SYARIAH
RDS.000484,P,10/09/1972,15000000,24,L,9,SYARIAH
RDS.000490,P,31/12/1977,13000000,24,L,9,SYARIAH
RDS.000252,P,07/09/1976,15000000,24,L,9,SYARIAH
RDS.000217,P,23/12/1980,15000000,18,L,8,SYARIAH
RDS.000218,P,25/11/1976,15000000,24,L,8,SYARIAH
RDS.000195,P,01/07/1970,15000000,24,L,8,SYARIAH
RDS.000492,P,05/04/1990,15000000,24,L,8,SYARIAH
RDS.000494,P,04/07/1987,15000000,24,L,8,SYARIAH
RDS.000495,P,12/12/1990,15000000,24,L,8,SYARIAH
RDS.000493,P,30/09/1996,15000000,24,L,8,SYARIAH
RDS.000496,P,07/07/1975,15000000,24,L,8,SYARIAH
RDS.000497,P,21/01/1991,15000000,24,L,8,SYARIAH
RDS.000225,P,07/07/1967,15000000,24,L,8,SYARIAH
RDS.000219,P,15/09/1972,15000000,24,L,8,SYARIAH
RDS.000202,P,02/04/1969,15000000,24,L,8,SYARIAH
RDS.000500,P,15/07/1980,15000000,24,L,8,SYARIAH
RDS.000501,P,14/12/1988,13000000,24,L,8,SYARIAH
RDS.000263,P,01/07/1979,15000000,24,L,8,SYARIAH
RDS.000504,P,02/06/1987,15000000,24,L,8,SYARIAH
RDS.000505,P,10/03/1995,15000000,24,L,8,SYARIAH
RDS.000506,P,01/04/1984,10000000,24,L,8,SYARIAH
RDS.000507,P,07/07/1974,15000000,24,L,8,SYARIAH
RDS.000247,P,02/03/1982,15000000,24,L,8,SYARIAH
RDS.000248,P,06/01/1973,15000000,24,L,7,SYARIAH
RDS.000301,P,29/11/1991,15000000,24,L,7,SYARIAH
RDS.000222,P,01/07/1968,15000000,24,L,7,SYARIAH
RDS.000510,P,01/07/1972,15000000,24,L,7,SYARIAH
RDS.000509,P,01/07/1976,15000000,24,L,7,SYARIAH
RDS.000508,P,01/07/1976,15000000,24,L,7,SYARIAH
RDS.000511,P,11/09/1986,15000000,24,L,7,SYARIAH
RDS.000251,P,01/07/1973,15000000,24,L,7,SYARIAH
RDS.000512,P,11/07/1982,15000000,24,L,7,SYARIAH
RDS.000182,P,05/05/1993,15000000,24,L,7,SYARIAH
RDS.000186,P,08/08/1979,15000000,24,L,7,SYARIAH
RDS.000229,P,21/05/1992,15000000,24,L,7,SYARIAH
RDS.000228,P,27/05/1971,15000000,24,L,7,SYARIAH
RDS.000233,P,01/07/1986,15000000,24,L,7,SYARIAH
RDS.000514,P,01/07/1980,15000000,24,L,7,SYARIAH
RDS.000516,P,07/12/1982,15000000,24,L,7,SYARIAH
RDS.000515,P,21/07/1965,15000000,24,L,7,SYARIAH
RDS.000517,P,06/12/1998,15000000,24,L,7,SYARIAH
RDS.000168,P,09/12/1969,15000000,24,L,6,SYARIAH
RDS.000292,P,11/05/1965,15000000,24,L,6,SYARIAH
RDS.000260,P,11/09/1986,15000000,24,L,6,SYARIAH
RDS.000311,P,29/09/1979,15000000,24,L,6,SYARIAH
RDS.000232,P,15/04/1982,15000000,24,L,6,SYARIAH
RDS.000200,P,12/08/1971,15000000,24,L,6,SYARIAH
RDS.000199,P,10/12/1985,15000000,24,L,6,SYARIAH
RDS.000521,P,07/09/1984,15000000,24,L,6,SYARIAH
RDS.000207,P,05/12/1990,15000000,24,L,6,SYARIAH
RDS.000523,P,12/04/1995,15000000,24,L,6,SYARIAH
RDS.000259,P,01/07/1979,15000000,24,L,5,SYARIAH
RDS.000156,P,15/10/1995,15000000,24,L,5,SYARIAH
RDS.000192,P,22/09/1995,15000000,24,L,5,SYARIAH
RDS.000159,P,15/10/1999,15000000,24,L,5,SYARIAH
RDS.000163,P,16/04/1976,15000000,24,L,5,SYARIAH
RDS.000526,P,08/09/1978,15000000,24,L,5,SYARIAH
RDS.000169,P,22/07/1978,15000000,24,L,5,SYARIAH
RDS.000312,P,25/12/1986,15000000,24,L,5,SYARIAH
RDS.000249,P,01/07/1965,15000000,24,L,5,SYARIAH
RDS.000230,P,17/04/1994,15000000,24,L,5,SYARIAH
RDS.000530,P,22/07/1970,15000000,24,L,5,SYARIAH
RDS.000265,P,31/12/1990,15000000,24,L,5,SYARIAH
RDS.000261,P,01/07/1975,15000000,24,L,5,SYARIAH
RDS.000353,P,01/07/1967,15000000,24,L,4,SYARIAH
RDS.000221,P,19/12/1996,15000000,24,L,4,SYARIAH
RDS.000246,P,05/07/1987,15000000,24,L,4,SYARIAH
RDS.000172,P,17/08/1973,15000000,24,L,4,SYARIAH
RDS.000220,P,22/12/1988,15000000,24,L,4,SYARIAH
RDS.000352,P,20/07/1990,15000000,24,L,4,SYARIAH
RDS.000167,P,01/07/1977,15000000,24,L,4,SYARIAH
RDS.000174,P,05/02/1981,15000000,24,L,4,SYARIAH
RDS.000170,P,11/03/1972,15000000,24,L,3,SYARIAH
RDS.000242,P,01/07/1961,15000000,24,L,3,SYARIAH
RDS.000196,P,07/09/1988,15000000,24,L,3,SYARIAH
RDS.000175,P,01/07/1980,10000000,24,L,3,SYARIAH
RDS.000262,P,02/11/1983,15000000,24,L,3,SYARIAH
RDS.000241,P,07/01/1981,15000000,24,L,3,SYARIAH
RDS.000360,P,13/07/1966,15000000,24,L,2,SYARIAH
RDS.000318,P,01/07/1979,15000000,24,L,2,SYARIAH
RDS.000155,P,12/12/1995,10000000,24,L,2,SYARIAH
RDS.000165,P,25/06/1993,10000000,24,L,2,SYARIAH
RDS.000162,P,01/04/1974,10000000,24,L,1,SYARIAH
RDS.000376,P,01/06/1971,15000000,24,L,1,SYARIAH
RDS.000379,P,01/07/1979,15000000,24,L,1,SYARIAH
RDS.000378,P,25/05/1990,15000000,24,L,1,SYARIAH
RDS.000498,L,03/05/1959,20000000,24,L,8,SYARIAH
RDS.000499,#N/A,#N/A,40000000,36,L,8,SYARIAH
RDS.000502,P,10/10/1986,30000000,24,L,8,SYARIAH
RDS.000503,L,12/09/1979,19000000,24,L,8,SYARIAH
RDS.000513,L,25/05/1987,50000000,24,L,7,SYARIAH
RDS.000519,P,02/02/1991,50000000,36,L,7,SYARIAH
RDS.000520,P,04/07/1987,40000000,36,L,7,SYARIAH
RDS.000524,L,01/07/1984,20000000,24,L,6,SYARIAH
RDS.000525,P,31/10/1985,25000000,24,L,6,SYARIAH
RDS.000528,P,15/04/1983,25000000,24,L,5,SYARIAH
RDS.000529,L,02/02/1966,50000000,36,L,5,SYARIAH
RDS.000532,L,06/07/1991,50000000,36,L,4,SYARIAH
RDS.000534,L,01/07/1984,40000000,36,L,4,SYARIAH
RDS.000535,L,01/07/1976,50000000,36,L,4,SYARIAH
RDS.000536,P,01/07/1980,26000000,36,L,4,SYARIAH
MFS.000018,P,14/05/1965,101000000,48,L,40,SYARIAH
MFS.000058,P,31/12/1971,50000000,36,KL,28,SYARIAH
MFS.000060,P,17/05/1969,60000000,36,PK,28,SYARIAH
MFS.000063,P,11/12/1961,55000000,36,L,31,SYARIAH
MFS.000062,P,17/02/1992,105000000,36,L,31,SYARIAH
MFS.000064,L,17/06/1980,101000000,36,PK,28,SYARIAH
MFS.000017,P,15/03/1964,88800000,52,L,29,SYARIAH
MFS.000043,P,05/05/1995,22000000,32,KL,25,SYARIAH
MFS.000014,P,03/03/1961,40300000,31,L,28,SYARIAH
MFS.000028,P,30/01/1977,43600000,40,L,29,SYARIAH
MFS.000026,P,31/12/1970,42500000,39,L,29,SYARIAH
MFS.000075,P,11/11/1984,50000000,36,PK,24,SYARIAH
MFS.000080,P,06/11/1987,35000000,36,L,27,SYARIAH
MFS.000082,P,02/08/1962,40000000,36,L,27,SYARIAH
MFS.000083,L,17/05/1982,105000000,36,L,26,SYARIAH
MFS.000084,L,19/02/1965,60000000,36,L,26,SYARIAH
MFS.000085,P,01/01/1987,35000000,36,L,26,SYARIAH
MFS.000086,P,15/05/1979,50000000,36,PK,23,SYARIAH
MFS.000088,L,02/02/1969,105000000,36,PK,24,SYARIAH
MFS.000090,L,28/07/1980,70000000,36,L,25,SYARIAH
MFS.000092,P,03/08/1984,205000000,48,L,25,SYARIAH
MFS.000093,L,07/09/1967,60000000,36,L,8,SYARIAH
MFS.000094,L,31/12/1981,250000000,36,M,16,SYARIAH
MFS.000095,P,01/01/1992,51000000,36,L,25,SYARIAH
MFS.000021,L,01/05/1965,40000000,37,L,25,SYARIAH
MFS.000096,P,17/08/1992,51000000,36,PK,22,SYARIAH
MFS.000098,L,28/08/1978,50000000,36,PK,22,SYARIAH
MFS.000100,P,08/11/1985,40000000,24,L,24,SYARIAH
MFS.000102,P,16/04/1984,140000000,48,L,24,SYARIAH
MFS.000103,P,17/01/1992,101000000,48,PK,21,SYARIAH
MFS.000105,P,29/09/1992,40000000,36,L,23,SYARIAH
MFS.000108,P,10/07/1959,120000000,48,L,23,SYARIAH
MFS.000109,P,02/03/1981,40000000,36,PK,20,SYARIAH
MFS.000111,P,07/08/1968,30000000,36,L,23,SYARIAH
MFS.000112,L,03/02/1975,250000000,48,PK,20,SYARIAH
MFS.000114,P,10/09/1966,150000000,48,L,23,SYARIAH
MFS.000115,P,25/01/1969,200000000,36,L,23,SYARIAH
MFS.000118,P,16/06/1993,80000000,36,L,22,SYARIAH
MFS.000121,L,28/01/1985,220000000,48,PK,18,SYARIAH
MFS.000122,L,17/08/1987,40000000,36,L,20,SYARIAH
MFS.000123,P,11/06/1970,40000000,36,PK,17,SYARIAH
MFS.000124,L,05/10/1989,30000000,36,L,20,SYARIAH
MFS.000125,L,17/08/1980,200000000,48,L,20,SYARIAH
MFS.000126,P,07/12/1996,70000000,36,L,20,SYARIAH
MFS.000127,L,28/10/1970,101000000,48,PK,17,SYARIAH
MFS.000131,L,15/01/1976,25000000,24,L,19,SYARIAH
MFS.000133,L,21/05/1969,45000000,36,PK,16,SYARIAH
MFS.000134,P,31/12/1974,30000000,36,L,18,SYARIAH
MFS.000135,P,04/11/1982,40000000,24,PK,16,SYARIAH
MFS.000136,P,12/09/1972,101000000,48,L,18,SYARIAH
MFS.000137,P,24/06/1974,120000000,48,PK,15,SYARIAH
MFS.000138,P,13/12/1979,200000000,48,PK,15,SYARIAH
MFS.000139,L,27/04/1973,101000000,48,L,17,SYARIAH
MFS.000141,P,06/06/1986,51000000,36,L,17,SYARIAH
MFS.000142,P,07/12/1979,30000000,36,L,16,SYARIAH
MFS.000143,L,16/09/1978,30000000,36,L,16,SYARIAH
MFS.000144,L,30/12/1992,70000000,36,L,16,SYARIAH
MFS.000031,L,05/02/1973,67000000,28,L,16,SYARIAH
MFS.000145,L,14/09/1976,150000000,36,L,16,SYARIAH
MFS.000146,P,14/07/1977,150000000,36,L,16,SYARIAH
MFS.000147,L,09/11/1974,50000000,36,L,16,SYARIAH
MFS.000149,L,07/09/1994,150000000,36,L,15,SYARIAH
MFS.000148,P,20/08/1973,30000000,24,L,15,SYARIAH
MFS.000150,L,30/01/1965,50000000,36,PK,12,SYARIAH
MFS.000151,L,01/11/1989,50000000,36,L,15,SYARIAH
MFS.000152,P,25/02/1988,150000000,48,L,15,SYARIAH
MFS.000153,P,07/03/1973,30000000,18,L,14,SYARIAH
MFS.000154,L,14/02/1990,25000000,24,L,15,SYARIAH
MFS.000155,L,01/08/1996,60000000,36,L,15,SYARIAH
MFS.000156,P,15/07/1982,105000000,48,L,14,SYARIAH
MFS.000158,L,28/02/1982,105000000,48,L,14,SYARIAH
MFS.000159,P,20/09/1969,70000000,36,L,14,SYARIAH
MFS.000160,P,09/10/1980,50000000,36,PK,11,SYARIAH
MFS.000161,P,12/05/1967,101000000,48,L,14,SYARIAH
MFS.000162,P,31/12/1986,101000000,48,L,14,SYARIAH
MFS.000163,P,10/02/1965,70000000,36,L,14,SYARIAH
MFS.000164,L,05/05/1982,200000000,48,L,14,SYARIAH
MFS.000165,P,10/02/1976,50000000,36,L,14,SYARIAH
MFS.000166,L,01/10/1975,35000000,36,L,14,SYARIAH
MFS.000167,P,22/08/1995,50000000,18,L,13,SYARIAH
MFS.000168,P,21/06/1967,120000000,48,L,13,SYARIAH
MFS.000169,P,18/11/1978,200000000,48,L,13,SYARIAH
MFS.000170,P,02/10/1988,51000000,36,L,13,SYARIAH
MFS.000171,L,13/03/1982,80000000,36,L,13,SYARIAH
MFS.000172,P,09/02/1992,50000000,36,L,13,SYARIAH
MFS.000016,L,30/01/1972,13000000,18,L,12,SYARIAH
MFS.000173,P,17/10/1992,101000000,48,L,12,SYARIAH
MFS.000174,L,17/06/1994,70000000,36,L,12,SYARIAH
MFS.000175,L,05/12/1979,120000000,48,L,12,SYARIAH
MFS.000176,L,21/02/1996,25000000,24,L,12,SYARIAH
MFS.000177,L,20/02/1978,150000000,36,L,12,SYARIAH
MFS.000178,L,05/12/1980,60000000,36,L,12,SYARIAH
MFS.000061,L,14/06/1978,124500000,34,L,12,SYARIAH
MFS.000179,L,01/01/1986,85000000,36,L,11,SYARIAH
MFS.000180,L,10/07/1967,51000000,30,L,11,SYARIAH
MFS.000181,L,15/05/1976,40000000,36,L,11,SYARIAH
MFS.000182,L,15/04/1980,120000000,36,L,11,SYARIAH
MFS.000183,L,05/06/1971,150000000,48,L,11,SYARIAH
MFS.000184,L,31/12/1978,150000000,48,L,11,SYARIAH
MFS.000185,P,01/05/1974,40000000,24,L,10,SYARIAH
MFS.000186,P,01/12/1990,50000000,18,L,10,SYARIAH
MFS.000187,P,21/05/1970,50000000,36,L,9,SYARIAH
MFS.000188,L,20/05/1983,50000000,36,L,9,SYARIAH
MFS.000189,L,04/10/2000,25000000,24,L,9,SYARIAH
MFS.000191,L,25/09/1960,50000000,36,L,8,SYARIAH
MFS.000192,L,28/02/1973,30000000,36,L,8,SYARIAH
MFS.000035,P,16/07/1976,172000000,60,L,7,SYARIAH
MFS.000055,P,03/02/1966,183500000,52,PK,4,SYARIAH
MFS.000030,P,11/12/1968,133000000,43,L,6,SYARIAH
MFS.000013,L,21/04/1968,85800000,28,L,6,SYARIAH
MFS.000049,P,03/08/1974,43000000,23,L,6,SYARIAH
MFS.000036,L,03/03/1983,188500000,52,L,6,SYARIAH
MFS.000205,P,05/08/1999,100000000,36,L,6,SYARIAH
MFS.000008,P,28/02/1987,94000000,48,L,6,SYARIAH
MFS.000001,P,10/02/1993,35000000,40,L,6,SYARIAH
MFS.000045,L,20/04/1995,188300000,44,L,6,SYARIAH
MFS.000041,L,09/09/1978,111600000,22,L,6,SYARIAH
MFS.000024,P,08/08/1987,184500000,60,L,6,SYARIAH
MFS.000207,L,03/07/1987,100000000,24,L,5,SYARIAH
MFS.000023,L,01/05/1975,29000000,26,L,5,SYARIAH
MFS.000053,L,03/03/1976,22000000,39,L,5,SYARIAH
MFS.000034,L,12/11/1979,31000000,21,L,5,SYARIAH
MFS.000210,P,05/05/1988,100000000,12,L,5,SYARIAH
MFS.000056,P,30/03/1972,95500000,58,L,5,SYARIAH
MFS.000044,P,05/07/1980,44000000,36,L,5,SYARIAH
MFS.000050,P,25/03/1981,43000000,23,L,5,SYARIAH
MFS.000015,P,29/07/1969,46000000,31,L,4,SYARIAH
MFS.000039,P,25/01/1996,60500000,33,L,5,SYARIAH
MFS.000213,L,21/01/1980,75000000,36,L,4,SYARIAH
MFS.000215,P,27/11/1991,200000000,36,L,4,SYARIAH
MFS.000216,L,23/03/1986,80000000,36,L,4,SYARIAH
MFS.000217,L,16/01/1968,51000000,36,L,4,SYARIAH
MFS.000218,P,06/06/1988,180000000,48,L,4,SYARIAH
MFS.000157,P,03/03/1977,183000000,48,PK,1,SYARIAH
MFS.000220,P,08/04/2000,200000000,36,L,3,SYARIAH
MFS.000032,L,12/04/1986,231000000,50,L,3,SYARIAH
MFS.000221,L,30/12/1976,51000000,24,L,3,SYARIAH
MFS.000222,P,04/09/1988,51000000,36,L,3,SYARIAH
MFS.000132,P,12/06/1980,153000000,48,PK,1,SYARIAH
MFS.000223,L,26/01/1982,51000000,36,L,3,SYARIAH
MFS.000052,L,05/07/1997,42800000,36,L,1,SYARIAH
MFS.000012,P,09/03/1980,46700000,34,L,1,SYARIAH
MFS.000224,P,28/08/1991,100000000,36,L,1,SYARIAH
MFS.000097,L,10/02/1989,51000000,36,L,1,SYARIAH
MFS.000120,L,21/02/1973,174800000,60,L,1,SYARIAH
MFS.000225,P,12/04/1990,51000000,36,L,1,SYARIAH
MFS.000193,L,30/05/1993,50000000,36,L,8,SYARIAH
MFS.000194,P,21/09/1985,50000000,36,L,8,SYARIAH
MFS.000196,P,05/02/1974,50000000,36,L,8,SYARIAH
MFS.000195,P,08/08/1986,50000000,36,L,8,SYARIAH
MFS.000197,L,20/03/1979,30000000,36,L,7,SYARIAH
MFS.000198,L,20/06/1993,50000000,36,L,7,SYARIAH
MFS.000199,P,08/02/1990,15000000,24,L,7,SYARIAH
MFS.000200,P,29/05/1993,50000000,36,L,7,SYARIAH
MFS.000201,P,23/11/2000,20000000,24,L,6,SYARIAH
MFS.000203,P,02/07/1990,50000000,36,L,6,SYARIAH
MFS.000204,P,18/07/1964,30000000,36,L,6,SYARIAH
MFS.000206,L,02/04/1975,40000000,24,L,5,SYARIAH
MFS.000208,P,15/09/1991,50000000,24,L,5,SYARIAH
MFS.000209,L,16/01/1995,30000000,36,L,5,SYARIAH
